doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.1007/978-3-662-44185-5_942,Mars Pathfinder,Claude D’Uston,2015,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-44185-5_942
10.1007/978-94-007-6304-3_82,"Luminescence, Martian Sediments",Regina DeWitt,2015,Encyclopedia of Earth Sciences Series Encyclopedia of Scientific Dating Methods,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1007/978-94-007-6304-3_82
10.1007/s11214-015-0139-x,The Mars Atmosphere and Volatile Evolution (MAVEN) Mission,B. M. Jakosky; R. P. Lin; J. M. Grebowsky; J. G. Luhmann; D. F. Mitchell; G. Beutelschies; T. Priser; M. Acuna; L. Andersson; D. Baird; D. Baker; R. Bartlett; M. Benna; S. Bougher; D. Brain; D. Carson; S. Cauffman; P. Chamberlin; J.-Y. Chaufray; O. Cheatom; J. Clarke; J. Connerney; T. Cravens; D. Curtis; G. Delory; S. Demcak; A. DeWolfe; F. Eparvier; R. Ergun; A. Eriksson; J. Espley; X. Fang; D. Folta; J. Fox; C. Gomez-Rosa; S. Habenicht; J. Halekas; G. Holsclaw; M. Houghton; R. Howard; M. Jarosz; N. Jedrich; M. Johnson; W. Kasprzak; M. Kelley; T. King; M. Lankton; D. Larson; F. Leblanc; F. Lefevre; R. Lillis; P. Mahaffy; C. Mazelle; W. McClintock; J. McFadden; D. L. Mitchell; F. Montmessin; J. Morrissey; W. Peterson; W. Possel; J.-A. Sauvaud; N. Schneider; W. Sidney; S. Sparacino; A. I. F. Stewart; R. Tolson; D. Toublanc; C. Waters; T. Woods; R. Yelle; R. Zurek,2015,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1007/s11214-015-0139-x
10.1007/s11214-015-0165-8,"Characterizing Atmospheric Escape from Mars Today and Through Time, with MAVEN",R. J. Lillis; D. A. Brain; S. W. Bougher; F. Leblanc; J. G. Luhmann; B. M. Jakosky; R. Modolo; J. Fox; J. Deighan; X. Fang; Y. C. Wang; Y. Lee; C. Dong; Y. Ma; T. Cravens; L. Andersson; S. M. Curry; N. Schneider; M. Combi; I. Stewart; J. Clarke; J. Grebowsky; D. L. Mitchell; R. Yelle; A. F. Nagy; D. Baker; R. P. Lin,2015,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/s11214-015-0165-8
10.1007/s11214-015-0221-4,Preface: The Mars Atmosphere and Volatile Evolution (MAVEN) Mission,C. T. Russell; B. M. Jakosky,2015,Space Science Reviews,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1007/s11214-015-0221-4
10.1016/b978-0-12-385938-9.00041-9,Volcanism on Mars,James R. Zimbelman; William Brent Garry; Jacob Elvin Bleacher; David A. Crown,2015,The Encyclopedia of Volcanoes,book-chapter,False,Discovery candidate — not screened,Volcanism and tectonics,,,,https://doi.org/10.1016/b978-0-12-385938-9.00041-9
10.1016/j.epsl.2014.10.046,New bulk sulfur measurements of Martian meteorites and modeling the fate of sulfur during melting and crystallization – Implications for sulfur transfer from Martian mantle to crust–atmosphere system,Shuo Ding; Rajdeep Dasgupta; Cin-Ty A. Lee; Meenakshi Wadhwa,2015,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1016/j.epsl.2014.10.046
10.1016/j.epsl.2014.11.018,"Pb-isotopic evidence for an early, enriched crust on Mars",J.J. Bellucci; A.A. Nemchin; M.J. Whitehouse; M. Humayun; R. Hewins; B. Zanda,2015,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry; Chronology,,,,https://doi.org/10.1016/j.epsl.2014.11.018
10.1016/j.geomorph.2014.09.028,Channel slope reversal near the Martian dichotomy boundary: Testing tectonic hypotheses,Alexandra Lefort; Devon M. Burr; Francis Nimmo; Robert E. Jacobsen,2015,Geomorphology,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/j.geomorph.2014.09.028
10.1016/j.geomorph.2015.05.029,"Little Ice Age debris lobes and nivation hollows inside Ubehebe Crater, Death Valley, California: Analog for Mars craters?",Nick Eyles; Louise Daurio,2015,Geomorphology,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1016/j.geomorph.2015.05.029
10.1016/j.icarus.2014.11.013,Evidence for large reservoirs of water/mud in Utopia and Acidalia Planitiae on Mars,M.A. Ivanov; H. Hiesinger; G. Erkeling; D. Reiss,2015,Icarus,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/j.icarus.2014.11.013
10.1016/j.pepi.2014.12.005,"Giant impacts, heterogeneous mantle heating and a past hemispheric dynamo on Mars",Julien Monteux; Hagay Amit; Gaël Choblet; Benoit Langlais; Gabriel Tobie,2015,Physics of the Earth and Planetary Interiors,journal-article,False,Discovery candidate — not screened,Dichotomy; Magnetism,,,,https://doi.org/10.1016/j.pepi.2014.12.005
10.1016/s0262-4079(15)30005-1,Martian fat,,2015,New Scientist,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/s0262-4079(15)30005-1
10.1016/s0262-4079(15)31533-5,Martian planning,,2015,New Scientist,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/s0262-4079(15)31533-5
10.1029/2015eo032527,Craters Could Make Great Impacts on Mars Exploration,George Shaw,2015,Eos,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1029/2015eo032527
10.1029/2018eo038899,First Results from the MAVEN Mission to Mars,Andrew Dombard; Benoit Lavraud; W. Peterson; Noah Diffenbaugh,2015,Eos,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1029/2018eo038899
10.1038/527136a,How Mars loses its atmosphere,,2015,Nature,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1038/527136a
10.1038/ncomms8399,Evidence for methane in Martian meteorites,Nigel J. F. Blamey; John Parnell; Sean McMahon; Darren F. Mark; Tim Tomkinson; Martin Lee; Jared Shivak; Matthew R. M. Izawa; Neil R. Banerjee; Roberta L. Flemming,2015,Nature Communications,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1038/ncomms8399
10.1038/ngeo2474,In situ evidence for continental crust on early Mars,V. Sautter; M. J. Toplis; R. C. Wiens; A. Cousin; C. Fabre; O. Gasnault; S. Maurice; O. Forni; J. Lasue; A. Ollila; J. C. Bridges; N. Mangold; S. Le Mouélic; M. Fisk; P.-Y. Meslin; P. Beck; P. Pinet; L. Le Deit; W. Rapin; E. M. Stolper; H. Newsom; D. Dyar; N. Lanza; D. Vaniman; S. Clegg; J. J. Wray,2015,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Gravity and topography; Meteorite geochemistry; Chronology,,,,https://doi.org/10.1038/ngeo2474
10.1038/nphys3603,Martian dune dynamics,Bart Verberck,2015,Nature Physics,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/nphys3603
10.1080/17445647.2015.1047907,"Landscapes of polyphase glaciation: eastern Hellas Planitia, Mars",Stephen Brough; Bryn Hubbard; Colin Souness; Peter M. Grindrod; Joel Davis,2015,Journal of Maps,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1080/17445647.2015.1047907
10.1088/0031-9120/50/6/643,Demonstrating Martian gravity,Patrik Pirkola; Patrick B Hall,2015,Physics Education,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1088/0031-9120/50/6/643
10.1093/astrogeo/atv109,Odyssey hits 60 000 Mars orbits:,,2015,Astronomy & Geophysics,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1093/astrogeo/atv109
10.1093/astrogeo/atv140,Methane in meteorites hints at life on Mars,,2015,Astronomy & Geophysics,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1093/astrogeo/atv140
10.1109/hotchips.2015.7477454,Mars: A 64-core ARMv8 processor,Charles Zhang,2015,2015 IEEE Hot Chips 27 Symposium (HCS),proceedings-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1109/hotchips.2015.7477454
10.1111/maps.12425,Petrography and composition of Martian regolith breccia meteorite Northwest Africa 7475,Axel Wittmann; Randy L. Korotev; Bradley L. Jolliff; Anthony J. Irving; Desmond E. Moser; Ivan Barker; Douglas Rumble,2015,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1111/maps.12425
10.1111/maps.12565,Nickeliferous pyrite tracks pervasive hydrothermal alteration in Martian regolith breccia: A study in NWA 7533,Jean‐Pierre Lorand; Roger H. Hewins; Laurent Remusat; Brigitte Zanda; Sylvain Pont; Hugues Leroux; Maya Marinova; Damien Jacob; Munir Humayun; Alexander Nemchin; Marion Grange; Allen Kennedy; Christa Göpel,2015,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1111/maps.12565
10.1111/maps.12573,The early thermal evolution of Mars,G. K. Bhatia; S. Sahijpal,2015,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1111/maps.12573
10.1117/12.2186507,Carbonaceous structures in the Tissint Martian Meteorite: evidence of a biogenetic origin,Jamie Wallis; N. C. Wickramasinghe; Daryl H. Wallis; Nori Miyake; M. K. Wallis; Richard B. Hoover,2015,"SPIE Proceedings Instruments, Methods, and Missions for Astrobiology XVII",proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1117/12.2186507
10.1126/science.348.6231.196-f,Mapping Mars' water history,M. M. Moerchen,2015,Science,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1126/science.348.6231.196-f
10.1126/science.aaa3630,Strong water isotopic anomalies in the martian atmosphere: Probing current and ancient reservoirs,G. L. Villanueva; M. J. Mumma; R. E. Novak; H. U. Käufl; P. Hartogh; T. Encrenaz; A. Tokunaga; A. Khayat; M. D. Smith,2015,Science,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1126/science.aaa3630
10.1126/science.aae0153,Updated: NASA delays Mars InSight mission,Eric Hand,2015,Science,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1126/science.aae0153
10.1515/9781400872831-010,Chapter Six. The Martian Cycle (Continued): The Martian Language,,2015,From India to the Planet Mars: A Case of Multiple Personality with Imaginary Languages,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1515/9781400872831-010
10.1515/9781400872831-011,Chapter Seven. The Martian Cycle (Concluded): The Ultra-Martian,,2015,From India to the Planet Mars: A Case of Multiple Personality with Imaginary Languages,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1515/9781400872831-011
10.2514/6.2015-4411,Impact of Utilizing Phobos and Deimos as Waypoints for Human Mars Surface Missions,Alicia M. Dwyer-Cianciolo; Kendall Brown,2015,AIAA SPACE 2015 Conference and Exposition,proceedings-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.2514/6.2015-4411
10.4172/2332-2519.1000146,Martian Life: A Possibility-Remote Exploration of Martian Subsurface,Tayo Akiwumi,2015,Journal of Astrobiology & Outreach,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.4172/2332-2519.1000146
10.5539/jgg.v7n2p1,On the Origin of Water on Earth and Mars,Hans Josef Merkl,2015,Journal of Geography and Geology,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5539/jgg.v7n2p1
10.5703/1288284315994,Being Martian,Barrett Caldwell,2015,Dawn or Doom: The Rise and Rewards of Emerging Technologies,proceedings-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5703/1288284315994
10.64628/aa.m4a9mf639,The lost ocean of Mars,Helen Maynard-Casely,2015,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.64628/aa.m4a9mf639
10.1002/2013je004404,Occurrence and origin of rhythmic sedimentary rocks on Mars,Kevin W. Lewis; Oded Aharonson,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1002/2013je004404
10.1002/2013je004496,Timescale and morphology of Martian mantle overturn immediately following magma ocean solidification,A. Scheinberg; L. T. Elkins‐Tanton; S. J. Zhong,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1002/2013je004496
10.1002/2013je004587,Consequences of giant impacts in early Mars: Core merging and Martian dynamo evolution,Julien Monteux; Jafar Arkani‐Hamed,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2013je004587
10.1002/2013je004588,"Calcium sulfate veins characterized by ChemCam/Curiosity at Gale crater, Mars",M. Nachon; S. M. Clegg; N. Mangold; S. Schröder; L. C. Kah; G. Dromart; A. Ollila; J. R. Johnson; D. Z. Oehler; J. C. Bridges; S. Le Mouélic; O. Forni; R.C. Wiens; R. B. Anderson; D. L. Blaney; J.F. Bell; B. Clark; A. Cousin; M. D. Dyar; B. Ehlmann; C. Fabre; O. Gasnault; J. Grotzinger; J. Lasue; E. Lewin; R. Léveillé; S. McLennan; S. Maurice; P.‐Y. Meslin; W. Rapin; M. Rice; S. W. Squyres; K. Stack; D. Y. Sumner; D. Vaniman; D. Wellington,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1002/2013je004588
10.1002/2013je004602,"The geology and mineralogy of Ritchey crater, Mars: Evidence for post‐Noachian clay formation",Vivian Z. Sun; Ralph E. Milliken,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1002/2013je004602
10.1002/2013rs005367,Simulation of radar echoes from Mars' surface/subsurface and inversion of surface media parameters,Chuan Liu; Hongxia Ye; Ya-Qiu Jin,2014,Radio Science,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1002/2013rs005367
10.1002/2014eo450012,Minerals in Martian meteorite illuminate magnetic mysteries,JoAnna Wendel,2014,"Eos, Transactions American Geophysical Union",journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1002/2014eo450012
10.1002/2014gl060289,Pickup ion measurements by MAVEN: A diagnostic of photochemical oxygen escape from Mars,A. Rahmati; T. E. Cravens; A. F. Nagy; J. L. Fox; S. W. Bougher; R. J. Lillis; S. A. Ledvina; D. E. Larson; P. Dunn; J. A. Croxell,2014,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1002/2014gl060289
10.1002/2014gl060464,Martian meteorites and Martian magnetic anomalies: A new perspective from NWA 7034,J. Gattacceca; P. Rochette; R. B. Scorzelli; P. Munayco; C. Agee; Y. Quesnel; C. Cournède; J. Geissman,2014,Geophysical Research Letters,journal-article,True,Selected full-text sections consulted,Meteorite magnetism,NWA 7034 contains abundant magnetic oxides capable of carrying strong crustal remanence.,Provides a candidate lithological analogue for strong Martian anomalies.,Rock-magnetic capacity remains informative even when natural remanence is terrestrially contaminated; the two must not be conflated.,https://doi.org/10.1002/2014gl060464
10.1002/2014gl062261,Three‐dimensional simulations of the southern polar giant impact hypothesis for the origin of the Martian dichotomy,Giovanni Leone; Paul J. Tackley; Taras V. Gerya; Dave A. May; Guizhi Zhu,2014,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1002/2014gl062261
10.1002/2014je004682,"On the origin of the Vastitas Borealis Formation in Chryse and Acidalia Planitiae, Mars",M. R. Salvatore; P. R. Christensen,2014,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1002/2014je004682
10.1002/9781118798478.ch7,"Meteorites from Mars, via Antarctica",Harry Y. McSween; Ralph P. Harvey; Catherine M. Corrigan,2014,Special Publications 35 Seasons of U.S. Antarctic Meteorites (1976–2010),other,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1002/9781118798478.ch7
10.1007/978-1-4614-9213-9_146-1,"Fan-Shaped Deposit (Tharsis, Mars)",Fabio Vittorio De Blasio,2014,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.1007/978-1-4614-9213-9_146-1
